;nKEAOperatingState;nInterruptedStep;tDurationSprayCleaning;tDurationDripping;tDurationSuction;tDurationBlowing;fInterruptionCountdown;p_heat;p_int;p_clean;p_dry;durationDrying;temp_tank;tankTemperatureMin;tankTemperatureMax;c_pfluid;V_tank;rho_fluid;n_wp;m_wp;t_environment;durationCleaning;durationStart;n_start
96;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.52333450317383;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.209999084472656;63.0;0;3
97;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.409996032714844;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
98;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.526668548583984;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
99;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.503334045410156;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
100;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.5;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
101;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.42333221435547;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
102;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.49333190917969;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
103;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.470001220703125;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
104;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.47666549682617;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;0;3
105;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.459999084472656;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
106;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.42333221435547;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
107;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.526668548583984;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
108;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.51000213623047;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
109;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.470001220703125;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
110;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.453330993652344;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.189998626708984;63.0;0;3
111;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.42333221435547;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
112;9;6;600.0;10.0;10.0;10.0;0.004999999888241291;10000.0;200.0;3430.0;9350.0;9.0;61.443336486816406;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;0;3
